date, Time, Sec since start, Connected, Data changed, AccelSensor.temperature, AccelSensor.x, AccelSensor.y, AccelSensor.z
2013-12-24, 14:04:02.411, 6.435, 1, 0, 25.3058815, -0.2670446932, -0.4251159728, -7.636519909
2013-12-24, 14:04:02.491, 6.515, 1, 1, 25.3058815, -0.2622546554, -0.4179309309, -7.696395397
2013-12-24, 14:04:02.518, 6.542, 1, 0, 25.3058815, -0.2622546554, -0.4179309309, -7.696395397
2013-12-24, 14:04:02.589, 6.613, 1, 1, 25.11764717, -0.2095642239, -0.3772155941, -7.670050144
2013-12-24, 14:04:02.616, 6.64, 1, 0, 25.11764717, -0.2095642239, -0.3772155941, -7.670050144
2013-12-24, 14:04:02.690, 6.714, 1, 1, 25.3058815, -0.204774186, -0.3652404845, -7.619754791
2013-12-24, 14:04:02.711, 6.735, 1, 0, 25.3058815, -0.204774186, -0.3652404845, -7.619754791
2013-12-24, 14:04:02.790, 6.814, 1, 1, 25.3058815, -0.2167492807, -0.4035608172, -7.65089035
2013-12-24, 14:04:02.827, 6.851, 1, 0, 25.3058815, -0.2167492807, -0.4035608172, -7.65089035
2013-12-24, 14:04:02.891, 6.915, 1, 1, 25.3058815, -0.2598596215, -0.4921765327, -7.682025433
2013-12-24, 14:04:02.919, 6.943, 1, 0, 25.3058815, -0.2598596215, -0.4921765327, -7.682025433
2013-12-24, 14:04:02.989, 7.013, 1, 1, 25.3058815, -0.2478845268, -0.3556604087, -7.67484045
2013-12-24, 14:04:03.16, 7.04, 1, 0, 25.3058815, -0.2478845268, -0.3556604087, -7.67484045
2013-12-24, 14:04:03.90, 7.114, 1, 1, 25.3058815, -0.2598596215, -0.4634363055, -7.636519909
2013-12-24, 14:04:03.116, 7.14, 1, 0, 25.3058815, -0.2598596215, -0.4634363055, -7.636519909
2013-12-24, 14:04:03.191, 7.215, 1, 1, 25.3058815, -0.2095642239, -0.3939807415, -7.84488678
2013-12-24, 14:04:03.216, 7.24, 1, 0, 25.3058815, -0.2095642239, -0.3939807415, -7.84488678
2013-12-24, 14:04:03.289, 7.313, 1, 1, 25.3058815, -0.2526745796, -0.4969665706, -7.662865162
2013-12-24, 14:04:03.309, 7.333, 1, 0, 25.3058815, -0.2526745796, -0.4969665706, -7.662865162
2013-12-24, 14:04:03.390, 7.414, 1, 1, 25.39999962, -0.2454895079, -0.3676355183, -7.624545097
2013-12-24, 14:04:03.417, 7.441, 1, 0, 25.39999962, -0.2454895079, -0.3676355183, -7.624545097
2013-12-24, 14:04:03.490, 7.514, 1, 1, 25.21176529, -0.2383044511, -0.3891907036, -7.725135803
2013-12-24, 14:04:03.515, 7.539, 1, 0, 25.21176529, -0.2383044511, -0.3891907036, -7.725135803
2013-12-24, 14:04:03.589, 7.613, 1, 1, 25.3058815, -0.2502795458, -0.3987707794, -7.600594997
2013-12-24, 14:04:03.617, 7.641, 1, 0, 25.3058815, -0.2502795458, -0.3987707794, -7.600594997
2013-12-24, 14:04:03.689, 7.713, 1, 1, 25.3058815, -0.2526745796, -0.4227209687, -7.765851021
2013-12-24, 14:04:03.711, 7.735, 1, 0, 25.3058815, -0.2526745796, -0.4227209687, -7.765851021
2013-12-24, 14:04:03.789, 7.813, 1, 1, 25.3058815, -0.2574646175, -0.343685329, -7.660470486
2013-12-24, 14:04:03.816, 7.84, 1, 0, 25.3058815, -0.2574646175, -0.343685329, -7.660470486
2013-12-24, 14:04:03.890, 7.914, 1, 1, 25.3058815, -0.2095642239, -0.3915857077, -7.646100044
2013-12-24, 14:04:03.911, 7.935, 1, 0, 25.3058815, -0.2095642239, -0.3915857077, -7.646100044
2013-12-24, 14:04:03.991, 8.015, 1, 1, 25.3058815, -0.2215393186, -0.3388952911, -7.763456345
2013-12-24, 14:04:04.24, 8.048, 1, 0, 25.3058815, -0.2215393186, -0.3388952911, -7.763456345
2013-12-24, 14:04:04.89, 8.113, 1, 1, 25.3058815, -0.2215393186, -0.4203259349, -7.648495197
2013-12-24, 14:04:04.111, 8.135, 1, 0, 25.3058815, -0.2215393186, -0.4203259349, -7.648495197
2013-12-24, 14:04:04.189, 8.213, 1, 1, 25.21176529, -0.3508703709, -0.413140893, -7.732320786
2013-12-24, 14:04:04.212, 8.236, 1, 0, 25.21176529, -0.3508703709, -0.413140893, -7.732320786
2013-12-24, 14:04:04.289, 8.313, 1, 1, 25.3058815, -0.2143542618, -0.4059558213, -7.667655468
2013-12-24, 14:04:04.310, 8.334, 1, 0, 25.3058815, -0.2143542618, -0.4059558213, -7.667655468
2013-12-24, 14:04:04.390, 8.414, 1, 1, 25.3058815, -0.3101550341, -0.4035608172, -7.696395397
2013-12-24, 14:04:04.424, 8.448, 1, 0, 25.3058815, -0.3101550341, -0.4035608172, -7.696395397
2013-12-24, 14:04:04.489, 8.513, 1, 1, 25.3058815, -0.1999841332, -0.3963757455, -7.777826309
2013-12-24, 14:04:04.513, 8.537, 1, 0, 25.3058815, -0.1999841332, -0.3963757455, -7.777826309
2013-12-24, 14:04:04.591, 8.615, 1, 1, 25.3058815, -0.2119592428, -0.4179309309, -7.753876209
2013-12-24, 14:04:04.618, 8.642, 1, 0, 25.3058815, -0.2119592428, -0.4179309309, -7.753876209
2013-12-24, 14:04:04.691, 8.715, 1, 1, 25.21176529, -0.2478845268, -0.3939807415, -7.751481056
2013-12-24, 14:04:04.720, 8.744, 1, 0, 25.21176529, -0.2478845268, -0.3939807415, -7.751481056
2013-12-24, 14:04:04.791, 8.815, 1, 1, 25.3058815, -0.2838098407, -0.4035608172, -7.67963028
