date, Time, Sec since start, Connected, Data changed, GyroSensor.temperature, GyroSensor.x, GyroSensor.y, GyroSensor.z
2013-12-22, 17:39:59.471, 2161.07, 1, 1, 0.5529403687, 1.067073226, 0.3353657126, -1.768292665
2013-12-22, 17:39:59.671, 2161.27, 1, 1, 0.5529403687, 1.128048778, 0.7012193799, -1.768292785
2013-12-22, 17:39:59.871, 2161.47, 1, 1, 0.6470565796, 1.097561002, 0.4573169351, -1.829268336
2013-12-22, 17:40:00.71, 2161.67, 1, 1, 0.6470565796, 1.097561002, 0.5487803221, -1.890244007
2013-12-22, 17:40:00.271, 2161.87, 1, 1, 0.6470565796, 1.158536673, 0.5182924867, -1.768292665
2013-12-22, 17:40:00.471, 2162.07, 1, 1, 0.6470565796, 1.219512224, 0.6097559333, -1.951219559
2013-12-22, 17:40:00.671, 2162.27, 1, 1, 0.6470565796, 0.9756097794, 0.5792681575, -1.768292665
2013-12-22, 17:40:00.871, 2162.47, 1, 1, 0.6470565796, 1.036585331, 0.3353657126, -1.829268336
2013-12-22, 17:40:01.71, 2162.67, 1, 1, 0.8352928162, 1.158536673, 0.3963413239, -1.859756112
2013-12-22, 17:40:01.271, 2162.87, 1, 1, 0.8352928162, 1.189024448, 0.4573169053, -1.981707335
2013-12-22, 17:40:01.471, 2163.07, 1, 1, 0.8352928162, 1.219512224, 0.4878047407, -1.707317114
2013-12-22, 17:40:01.675, 2163.27, 1, 1, 0.7411766052, 1.097561002, 0.3658534884, -1.920731783
2013-12-22, 17:40:01.871, 2163.47, 1, 1, 0.8352928162, 0.8841463327, 0.4268290997, -1.890244007
2013-12-22, 17:40:02.75, 2163.67, 1, 1, 0.9294128418, 1.036585331, 0.5182925463, -1.676829338
2013-12-22, 17:40:02.271, 2163.87, 1, 1, 0.9294128418, 1.067073226, 0.5792681575, -1.73780489
2013-12-22, 17:40:02.475, 2164.07, 1, 1, 1.023529053, 1.128048778, 0.5487803221, -1.890244007
2013-12-22, 17:40:02.675, 2164.27, 1, 1, 1.023529053, 1.006097555, 0.7012193799, -1.890244126
2013-12-22, 17:40:02.875, 2164.47, 1, 1, 1.023529053, 1.219512224, 0.5487803221, -1.829268336
2013-12-22, 17:40:03.75, 2164.67, 1, 1, 1.023529053, 1.128048778, 0.4573169053, -1.890244007
2013-12-22, 17:40:03.275, 2164.87, 1, 1, 1.023529053, 0.9146341681, 0.6707316041, -1.646341562
2013-12-22, 17:40:03.475, 2165.07, 1, 1, 1.117645264, 1.067073226, 0.5487803221, -1.829268336
